"","x"
"9065","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9066","This <U+2764>"
"9067","That  <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"9068","This defo"
"9069","The shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> x"
"9070","THIS <U+2764>"
"9071","THIS <U+2764><U+FE0F>"
"9072","That stripe shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+00BB>"
"9073","THAT closely followed by this <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"9074","THIS cold shoulder shirt"
"9075","This cold shoulder please x"
"9076","That!! <ed><U+00A0><U+00BD><ed><U+00B9><U+0082><ed><U+00A0><U+00BD><ed><U+00B9><U+0082>"
"9077","Oooo this <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9078","That shirt please x"
"9079","THAT, would definately suit you Lauren Booth"
"9080","'That' is just lovely xx"
"9081","That definitely x"
"9082","Cold shoulder is fab!"
"9083","This!"
"9084","This first shore love it"
"9085","That! The shirt!"
"9086","This please!!"
"9087","THIS please x"
"9088","Prefer the cold shoulder shirt"
"9089","THAT stripe shirt dress <U+2764><U+FE0F>"
"9090","Cold shoulder shirt <U+2764>"
"9091","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"9092","#This"
"9093","Love That !"
"9094","Love THIS cold shoulder top!"
"9095","I This Cold Shoulder top xx"
"9096","This top, with that jeans x"
"9097","THIS is lovely!! X"
"9098","This, love the white cold shoulder blouse. #WINIT"
"9099","I love both but think THIS"
"9100","THIS please :)"
"9101","THIS cold shoulder shirt please! #WINIT"
"9102","This great summer top"
"9103","This cold shoulder shirt <ed><U+00A0><U+00BD><ed><U+00B1><U+009A> x"
"9104","This. That top is beautiful"
"9105","I love THAT dress :)"
"9106","This <3"
"9107","that!! shirt dress is amaze."
"9108","This please <U+2764><U+FE0F>"
"9109","That!"
"9110","That striped shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9111","<U+2764> THIS cold shoulder shirt <U+2764> #winit"
"9112","THIS"
"9113","Both <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"9114","<U+2764><U+FE0F> THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT"
"9115","THAT <U+2764>"
"9116","THAT!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+2764><U+2764>"
"9117","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9118","THAT stripe shirt dress"
"9119","This <U+2764>"
"9120","THAT shirt dress <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>"
"9121","This  <U+2764><U+2764>"
"9122","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"9123","This <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"9124","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9125","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"9126","THAT for sure"
"9127","This white top"
"9128","Love THAT. Cool.."
"9129","Definitely THAT please <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"9130","Absolutely love THIS <U+2764>"
"9131","That . Love the blue x"
"9132","This!"
"9133","This white top is gorgeous"
"9134","THIS shoulder shirt"
"9135","This..love the cold shoulder t-shirt"
"9136","LOVE that! lovely tie detail at the waist!"
"9137","This"
"9138","This cold shoulder shirt <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"9139","THIS lovely top"
"9140","THIS please"
"9141","THAT stripe shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #winit"
"9142","Love THAT stripe dress #WINIT"
"9143","This please.  Fingers crossed :-)"
"9144","Both are ready lovely. But for a change. #that."
"9145","THAT."
"9146","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>. Perfect for Summer. <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BC><ed><U+00BC><U+009E>"
"9147","THAT x"
"9148","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"9149","That striped dress"
"9150","Love THIS"
"9151","That stripe shirt dress"
"9152","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"9153","That <U+2764><U+FE0F> its gorgeous xxx"
"9154","love this"
"9155","#THIS"
"9156","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"9157","This<U+263A>"
"9158","That shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9159","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"9160","This shirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9161","That! <U+2764>"
"9162","THAT ............please. It's gorgeous.

Thanks for the chance <U+2764><U+FE0F>"
"9163","This love these cold shoulder tops fab! ;)"
"9164","This"
"9165","THIS cold shoulder shirt please! xx"
"9166","This...for my wife"
"9167","This cold shoulder top :-)"
"9168","Cold Shoulder for me"
"9169","THAT please!"
"9170","THAT please!"
"9171","THIS"
"9172","This"
"9173","That please"
"9174","This"
"9175","THIS cold shoulder shirt <3"
"9176","THIS cold shoulder shirt x"
"9177","THIS"
"9178","That! Love it <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"9179","This"
"9180","THIS"
"9181","That"
"9182","That xx"
"9183","THAT."
"9184","That x"
"9185","THIS x"
"9186","That!"
"9187","The shirt dress - it's gorgeous ! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"9188","That Dress <3"
"9189","THAT shirtdress <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> #WINIT"
"9190","Shirt dress..."
"9191","THIS <U+2764>"
"9192","cold shoulder shirt"
"9193","THAT Stripe shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9194","That<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9195","This <U+2764><U+FE0F>"
"9196","That <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"9197","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"9198","That please"
"9199","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"9200","That :D"
"9201","THAT the shirt dress is a wardrobe staple"
"9202","THIS, please."
"9203","This cold shoulder shirt <ed><U+00A0><U+00BD><ed><U+00B1><U+009A>"
"9204","This :)"
"9205","Love THAT xx"
"9206","THAT stripe shirt dress is gorgeous <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"9207","This"
"9208","THAT x"
"9209","This!!!!!"
"9210","<U+2764><U+FE0F> the cold shoulder shirt"
"9211","This shoulder shirt"
"9212","THIS...please"
"9213","THAT :)"
"9214","That stripe shirt dress :)"
"9215","THIS :)"
"9216","That please! X"
"9217","That"
"9218","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>Just divine !"
"9219","THIS"
"9220","That"
"9221","THAT Please.<ed><U+00A0><U+00BD><ed><U+00B8><U+0087>
Great colour,great style."
"9222","Love that stripe shirt dress"
"9223","That please x"
"9224","That x"
"9225","That #Winit"
"9226","That!"
"9227","This x"
"9228","That."
"9229","That!"
"9230","This x"
"9231","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><U+2764><U+FE0F>xx"
"9232","This"
"9233","Very much THAT please"
"9234","THAT<ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+009E><ed><U+00A0><U+00BD><ed><U+00B2><U+009D>"
"9235","THAT, pretty please <U+263A>"
"9236","THAT shirt dress"
"9237","Omg THAT"
"9238","Love the shirt dress"
"9239","That shirt dress"
"9240","That <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"9241","THIS <U+2764><U+FE0F>"
"9242","That <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"9243","That <ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BD><ed><U+00B1><U+0097>"
"9244","That stripe shirt dress <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"9245","<ed><U+00A0><U+00BD><ed><U+00B2><U+009B><ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>THIS<ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009B>"
"9246","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"9247","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9248","Definately the striped shirt-dress. I would wear that"
"9249","Oooh it has to be this. It's gorgeous!"
"9250","this"
"9251","I love THAT its so soft and subtle <U+2764><U+2764>"
"9252","This"
"9253","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9254","THIS"
"9255","That"
"9256","""This"" would be perfect on my jollies <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"9257","The cold shoulder shirt is my favourite"
"9258","That"
"9259","That. Would be lovely for work"
"9260","This"
"9261","That please"
"9262","That"
"9263","This"
"9264","THIS"
"9265","That    thanks :)"
"9266","this"
"9267","That"
"9268","THAT"
"9269","THIS!!"
"9270","This cold shoulder top xx"
"9271","That"
"9272","That"
"9273","This"
"9274","This definitely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"9275","That please"
"9276","THIS <3 <3 <3"
"9277","This"
"9278","THAT"
"9279","This"
"9280","That"
"9281","That <3"
"9282","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9283","Love Love Love THIS! <3"
"9284","That"
"9285","That"
"9286","That"
"9287","THIS"
"9288","That"
"9289","This"
"9290","That"
"9291","This"
"9292","Ooooh, THIS, please! <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> Liked & shared - thank you."
"9293","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9294","This"
"9295","That"
"9296","This"
"9297","This"
"9298","THAT shirt dress, it's gorgeous! <U+2764><U+FE0F>"
"9299","This <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"9300","This"
"9301","THAT"
"9302","lovin this"
"9303","THAT for my wife if win please."
"9304","That is awesome"
"9305","That"
"9306","THAT loving that shirt dress <3"
"9307","THIS! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"9308","Cold shoulder top <ed><U+00A0><U+00BC><ed><U+00BE><U+0080>"
"9309","This"
"9310","THAT"
"9311","That. X"
"9312","THAT <3"
"9313","THIS please, lovely top"
"9314","This"
"9315","This"
"9316","This fab top<ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"9317","This cold shoulder top, it's lovely."
"9318","THAT! perfect for summer!"
"9319","Love THAT."
"9320","That Stripe Shirt dress please xx"
"9321","THAT"
"9322","THIS cold shoulder shirt please :-)"
"9323","This <3"
"9324","Cold shoulder shirt thank you .."
"9325","This please"
"9326","This"
"9327","This"
"9328","THIS"
"9329","This"
"9330","Cold shoulder shirt x"
"9331","This"
"9332","THIS"
"9333","This"
"9334","This"
"9335","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+00AB>"
"9336","That"
"9337","This"
"9338","That x"
"9339","This please although I like that as well x"
"9340","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"9341","That"
"9342","This"
"9343","THIS"
"9344","THAT"
"9345","this"
"9346","This"
"9347","This"
"9348","THAT"
"9349","This"
"9350","THIS"
"9351","THAT thank you L&S x"
"9352","This please it's fab #WINIT <U+2728>"
"9353","THAT is amazing xxx"
"9354","Cold shoulder shirt <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"9355","That"
"9356","This"
"9357","That"
"9358","Cold shouldar top"
"9359","THIS please xx"
"9360","this please liked and shared"
"9361","That"
"9362","That"
"9363","That"
"9364","This"
"9365","THIS <U+2764><U+FE0F>"
"9366","This!!!"
"9367","THIS <U+2665><U+FE0F>"
"9368","The long shirt and jeans xxx<U+2764><U+FE0F>"
"9369","This please! Fab prize liked and shared x"
"9370","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009B><U+2764>"
"9371","THAT"
"9372","This"
"9373","That"
"9374","That"
"9375","This"
"9376","THAT"
"9377","THIS, please!<ed><U+00A0><U+00BD><ed><U+00B9><U+008F> Beautiful!<U+2764>"
"9378","THIS <3 Thankyou for the chance xx"
"9379","THAT please"
"9380","That please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9381","That"
"9382","That"
"9383","This"
"9384","THIS"
"9385","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"9386","THAT

liked and shared fab prize thank you for the chance <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"9387","THIS <U+2764>"
"9388","This <U+2764> I'm still loving cold shoulder trend <U+2764>"
"9389","That please"
"9390","That"
"9391","This"
"9392","That"
"9393","THAT"
"9394","THIS please."
"9395","That shirt dress is lovely for spring"
"9396","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"9397","I lo this it's lovely and springy <ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA>"
"9398","THAT for me!"
"9399","THIS please  :-)"
"9400","Thumbs up!"
"9401","That please"
"9402","THIS for my fiancé"
"9403","THAT"
"9404","That"
"9405","That"
"9406","THAT"
"9407","This"
"9408","THIS"
"9409","This"
"9410","THIS"
"9411","That shirtless is lovely"
"9412","This cold shoulder shirt!"
"9413","This x"
"9414","That. Is just fab"
"9415","THIS, Looks Lovely for the Summer...xxx"
"9416","This for me"
"9417","This <3"
"9418","I love that shirt dress"
"9419","This"
"9420","This"
"9421","THIS"
"9422","This"
"9423","This"
"9424","This"
"9425","That"
"9426","This"
"9427","THAT"
"9428","This"
"9429","THAT #winit"
"9430","That please liked shared wonderful giveaway <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"9431","This x"
"9432","THIS cold shoulder shirt please"
"9433","THIS  cold shoulder shirt"
"9434","this"
"9435","ThAT for sure <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"9436","I like THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+2764>"
"9437","Love THIS <U+2764>"
"9438","This #win"
"9439","that pls <3"
"9440","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9441","This for me lovely"
"9442","This"
"9443","That"
"9444","THIS"
"9445","This"
"9446","THIS"
"9447","That"
"9448","That"
"9449","THAT"
"9450","This"
"9451","got to be THAT"
"9452","THAT."
"9453","THIS"
"9454","That. Love the style and colour :)"
"9455","That please"
"9456","THIS."
"9457","Definitely #THIS"
"9458","THAT <3"
"9459","This is better than that, in my opinion."
"9460","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"9461","THAT stripe shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9462","THAT shirt dress"
"9463","This"
"9464","this"
"9465","That"
"9466","That"
"9467","THAT"
"9468","This"
"9469","That"
"9470","THAT"
"9471","THAT"
"9472","THIS please"
"9473","THIS"
"9474","I prefer THIS. Great prize. Liked and Shared. Good luck everyone!"
"9475","Both beautiful but love one"
"9476","This #win"
"9477","that please"
"9478","That"
"9479","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9480","That please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764>"
"9481","That"
"9482","THIS! Gorgeous"
"9483","That please X"
"9484","THAT!"
"9485","This<ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"9486","This top for my holidays next month <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9487","THIS"
"9488","THAT stripe shirt dress <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"9489","THIS."
"9490","THAT WINIT<ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"9491","THAT! Love it"
"9492","I love That x"
"9493","This please! X"
"9494","Definitely THAT! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"9495","<U+2764><U+FE0F>"
"9496","THAT"
"9497","THAT dress is gorgeous and perfect for Spring <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><U+2764>"
"9498","That"
"9499","That is lovely"
"9500","This"
"9501","I'd choose THIS cold shoulder shirt."
"9502","THIS :)"
"9503","That"
"9504","THIS cold shoulder shirt #WINIT"
"9505","THAT <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"9506","Love THAT shirt dress <U+2764><U+FE0F>"
"9507","This."
"9508","This <3"
"9509","THIS cold shoulder shirt #WIN Jay Howell"
"9510","THIS. <ed><U+00A0><U+00BC><ed><U+00BC><U+009F>"
"9511","Love This! Cold Shoulder Shirt <3 <3 <3"
"9512","THIS please x"
"9513","THAT"
"9514","cold shoulder shirt"
"9515","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Love cold shoulder tops!"
"9516","That its  gorgous"
"9517","THIS please"
"9518","This. Thanks for the chance for a great prize x"
"9519","THAT"
"9520","THIS looks great<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"9521","THAT"
"9522","That"
"9523","This"
"9524","This"
"9525","THIS"
"9526","That"
"9527","That"
"9528","THAT please, liked and shared"
"9529","THAT shirtdress  <3"
"9530","THIS cold shoulder shirt please"
"9531","THIS cold shoulder shirt"
"9532","THAT, please"
"9533","Love THAT stripe"
"9534","THAT"
"9535","that x"
"9536","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9537","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>"
"9538","THAT dying for a nice shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9539","THIS cold shoulder top <3"
"9540","This"
"9541","i like them both but i will go for that"
"9542","This"
"9543","THIS cold shoulder shirt- I really love it!"
"9544","THAT please"
"9545","That"
"9546","THIS 
lovely top"
"9547","That"
"9548","THIS"
"9549","THAT"
"9550","That"
"9551","THAT"
"9552","Id like to win the cold shoulder shirt :)"
"9553","THIS cold shoulder shirt please #WINIT xx"
"9554","THAT shirt dress so versatile and chic."
"9555","THIS <U+2764>"
"9556","This <ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>"
"9557","That shirt dress is quite nifty! Love it!"
"9558","I love the striped shirt dress<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9559","This"
"9560","THIS - love it and so summery too <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"9561","This cold shoulder shirt please!"
"9562","THIS would be perfect for spring <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9563","That would love to win this dress xx"
"9564","THIS"
"9565","THIS cold shoulder top is gorgeous <U+2764> #WINIT"
"9566","THAT"
"9567","This, love it. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"9568","THIS cold shoulder top <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"9569","Love the Cold shoulder shirt!"
"9570","THAT striped shirt is lovely"
"9571","THAT"
"9572","Definately this!"
"9573","Stripe dress. Looks lovely. Like the twist <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9574","THAT! Love the shirt dress <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #WINIT x"
"9575","That"
"9576","That"
"9577","THAT shirt dress!"
"9578","THIS :)"
"9579","This is my favorite"
"9580","This :)"
"9581","THIS!"
"9582","That #WINIT"
"9583","That!"
"9584","THAT stripe shirt dress ;)"
"9585","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> xx"
"9586","That x"
"9587","This please <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"9588","This x"
"9589","Cold shoulder"
"9590","THIS! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><U+2728>"
"9591","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9592","This<U+2764>"
"9593","This shirt <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+2764>"
"9594","Love that the shirt dress"
"9595","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"9596","This"
"9597","THAT"
"9598","This"
"9599","THAT"
"9600","this"
"9601","This"
"9602","THIS cold shoulder shirt please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"9603","This"
"9604","This"
"9605","This"
"9606","THAT"
"9607","That"
"9608","THIS"
"9609","That"
"9610","THIS cold shoulder shirt <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #WINIT"
"9611","That #win it"
"9612","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"9613","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"9614","That <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"9615","THIS please."
"9616","This!"
"9617","THAT striped shirt dress"
"9618","THIS cold shoulder shirt would be great! <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"9619","THIS please 
Stephanie Keill"
"9620","THAT

Kirsty Anne you?"
"9621","Dani-Louise Olver this or that?"
"9622","The shirt dress <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> Lindsey Graty Michelle Hamilton"
"9623","THAT (Y) <ed><U+00A0><U+00BD><ed><U+00B8><U+0083> <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> Tammy Bloomfield <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> Tilly Correnza <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> Karen Louise Priestley <ed><U+00A0><U+00BD><ed><U+00B1><U+0097> <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"9624","That please 
Emma J Webster
Samantha J Butler
Teresa Daniels"
"9625","THIS. Lucy Lovell"
"9626","That xx Shelleyann Steggles"
